,area,baths,beds,parking,date,price,property_type,agent_name,school_list,agent_low_price,village_name,number,clean_price,price_k,price_per_m^2
730,443.0,,,,Organise an inspection,"$419,950",Vacant land,Andrew Giles,"[{""school_name"": ""Paradise Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/paradise-primary-school-sa-5075-7270""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}]",400000,NEWTON,5074,419950.0,419.95,0.9479683972911963
732,107.0,1.0,2.0,1.0,"Saturday, 11:45am","$445,000 - $465,000",Apartment / Unit / Flat,Nick Borrelli,"[{""school_name"": ""Vale Park Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""East Adelaide School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-adelaide-school-sa-5069-6815""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""4.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}]",400000,MARDEN,5070,455000.0,455.0,4.252336448598131
734,359.0,3.0,4.0,2.0,Organise an inspection,"$450,000 - $490,000",Vacant land,Rajwant Singh,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""1.3 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",400000,MAGILL,5072,470000.0,470.0,1.309192200557103
735,359.0,1.0,2.0,1.0,Organise an inspection,"$409,000 - $449,000",Apartment / Unit / Flat,Xavier Davey,"[{""school_name"": ""Trinity Gardens School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/trinity-gardens-primary-school-sa-5068-6865""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""2.5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.8 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",400000,PAYNEHAM SOUTH,5070,429000.0,429.0,1.1949860724233983
737,350.0,2.0,4.0,2.0,Organise an inspection,"$410,000 - $430,000",Vacant land,,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}, {""school_name"": ""East Marden Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-marden-primary-school-sa-5074-6999""}]",400000,PARADISE,5075,420000.0,420.0,1.2
740,350.0,1.0,2.0,1.0,Organise an inspection,"$410,000 - $420,000",Townhouse,Rebecca Neale,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""1.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",400000,WOODFORDE,5072,415000.0,415.0,1.1857142857142857
743,350.0,2.0,3.0,1.0,Organise an inspection,"$450,000 per block",Vacant land,Jakub Ratajczak,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}]",400000,BLAIR ATHOL,5084,450000.0,450.0,1.2857142857142858
744,369.0,,,,Organise an inspection,"$420,000 - $450,000",Vacant land,Antony Ruggiero,"[{""school_name"": ""Klemzig Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}, {""school_name"": ""Avenues College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.4 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",400000,WINDSOR GARDENS,5087,435000.0,435.0,1.1788617886178863
745,384.0,1.0,3.0,4.0,Organise an inspection,"$449,000 - $469,000",Vacant land,Ryan Ranger,"[{""school_name"": ""Klemzig Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}, {""school_name"": ""Avenues College"", ""school_distance"": ""2.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",400000,KLEMZIG,5087,459000.0,459.0,1.1953125
751,384.0,1.0,2.0,1.0,Organise an inspection,"$449,000 - $479,000",House,Aaron Hart,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""1.2 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Walkerville Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/walkerville-primary-school-sa-5081-6833""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""3.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",400000,GILBERTON,5081,464000.0,464.0,1.2083333333333333
755,105.0,1.0,3.0,2.0,Organise an inspection,"$449,000 - $489,000",House,Andrew Kyriacou,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.2 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",400000,LIGHTSVIEW,5085,469000.0,469.0,4.466666666666667
756,348.0,2.0,5.0,4.0,Organise an inspection,"$420,000 - $430,000",Vacant land,,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",400000,GREENACRES,5086,425000.0,425.0,1.221264367816092
757,250.0,2.0,3.0,1.0,Organise an inspection,"$430,000 - $470,000",House,Len Allington,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Valley View Secondary School"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/valley-view-secondary-school-sa-5093-6811""}]",400000,GILLES PLAINS,5086,450000.0,450.0,1.8
759,375.0,1.0,3.0,1.0,Organise an inspection,"$430,000 - $470,000",Vacant land,Mannas Chan,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.2 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",400000,GREENACRES,5086,450000.0,450.0,1.2
875,350.0,1.0,2.0,1.0,Organise an inspection,"$499,000 to $539,000",Vacant land,Sale by home owner,"[{""school_name"": ""Stradbroke School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/stradbroke-junior-primary-school-sa-5073-7414""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""0.8 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.5 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",450000,ROSTREVOR,5073,519000.0,519.0,1.4828571428571429
876,327.0,2.0,3.0,4.0,Organise an inspection,"$495,000-$540,000",Vacant land,George De Vizio,"[{""school_name"": ""Stradbroke School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/stradbroke-junior-primary-school-sa-5073-7414""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.4 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}]",450000,ROSTREVOR,5073,517500.0,517.5,1.5825688073394495
877,295.0,2.0,3.0,1.0,Organise an inspection,"$500,000",Vacant land,Jacky Yang,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.5 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.2 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",450000,TRANMERE,5073,500000.0,500.0,1.694915254237288
878,316.0,1.0,3.0,1.0,Organise an inspection,"Price Guide of $485,000",Vacant land,Michael Wood,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""1.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",450000,MAGILL,5072,485000.0,485.0,1.5348101265822784
880,375.0,2.0,3.0,1.0,Organise an inspection,"$460,000 - $480,000 ea",Vacant land,Matt Manser,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""East Torrens Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""2.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}]",450000,CAMPBELLTOWN,5074,470000.0,470.0,1.2533333333333334
881,375.0,2.0,4.0,2.0,"Wednesday, 2:00pm","$500,000-$525,000",Retirement Living,Greg Nicholls,"[{""school_name"": ""Paradise Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/paradise-primary-school-sa-5075-7270""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}]",450000,PARADISE,5075,512500.0,512.5,1.3666666666666667
882,703.0,3.0,4.0,2.0,Organise an inspection,"$499,000",Vacant land,Michael Duff,"[{""school_name"": ""Athelstone School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/athelstone-junior-primary-school-sa-5076-6917""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""3.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""3.3 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",450000,ATHELSTONE,5076,499000.0,499.0,0.7098150782361309
884,703.0,2.0,2.0,1.0,Organise an inspection,"$499,000 - $510,000",Apartment / Unit / Flat,Petra Mells,"[{""school_name"": ""Walkerville Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/walkerville-primary-school-sa-5081-6833""}, {""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""2.5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",450000,WALKERVILLE,5081,504500.0,504.5,0.7176386913229018
886,404.0,1.0,2.0,3.0,Organise an inspection,"$499,000 - $519,000",Vacant land,Bradley Foster,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",450000,HAMPSTEAD GARDENS,5086,509000.0,509.0,1.25990099009901
900,323.0,2.0,4.0,2.0,"Saturday, 12:45pm","$495,000-$540,000",House,Vince Tropepe,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}]",450000,BLAIR ATHOL,5084,517500.0,517.5,1.6021671826625388
901,614.0,1.0,3.0,2.0,Organise an inspection,"$500,000 - $550,000",Vacant land,Craig Smith,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",450000,ENFIELD,5085,525000.0,525.0,0.8550488599348535
907,295.0,2.0,4.0,1.0,Organise an inspection,$490K-$500K,Vacant land,Chirag Chavda,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""5.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",450000,PROSPECT,5082,495000.0,495.0,1.6779661016949152
