area,baths,beds,parking,date,main_img,price,address,property_type,agent_name,company_name,logo,maps,check_date,auction_date,school_list,url,village_name,DOMAINSAYS,number,agent_low_price
634m²,1.0,1.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/mbMYqO0xp23LM2oJpE0d0MYrmfI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018405859_1_1_230308_105443-w6000-h4000,eXpression Of Interest,20 Tantara Street Ingle Farm SA 5098,House,Krish Gajera,Exp Australia Pty Ltd,,"-34.8302508,138.653498",,,"[{""school_name"": ""Ingle Farm East Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/ingle-farm-east-primary-school-sa-5098-7098""}, {""school_name"": ""Valley View Secondary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/valley-view-secondary-school-sa-5093-6811""}, {""school_name"": ""Prescott Primary School, Northern"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/prescott-primary-school-northern-sa-5093-49875""}]",https://www.domain.com.au/20-tantara-street-ingle-farm-sa-5098-2018405859,INGLE FARM,"20 Tantara Street, Ingle Farm SA 5098 was last sold in 2021 and142 other 3 bedroom housein Ingle Farm have recently been sold. There are currently14 properties for salein Ingle Farm.",5098,0
,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/R232lD2YwZGuHqf1L-J4z2JgPKw=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018201182_1_1_230403_055425-w1754-h1240,Price On Application,"14 A, B, C Eliza Street Salisbury SA 5108",House,,Ray White Craigmore ,,"-34.7664461,138.6336213",,,"[{""school_name"": ""Salisbury High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-high-school-sa-5108-6817""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}, {""school_name"": ""Thomas More College"", ""school_distance"": ""1.4 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/schools/thomas-more-college-sa-5108-7441""}]",https://www.domain.com.au/14-a-b-c-eliza-street-salisbury-sa-5108-2018201182,SALISBURY,8 other 2 bedroom housein Salisbury have recently been sold. There are currently2 properties for salein Salisbury.,5108,0
,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/42oTrIXdaBr766fLlLw3_0JjVog=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017184933_1_1_210810_040857-w1600-h900,Build your new home with Simonds,Angle Vale SA 5117,New Home Designs,, Simonds Homes,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/angle-vale-sa-5117-2017184933,ANGLE VALE,Angle Vale SA 5117 was last sold in 2020.,5117,0
,3.0,6.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/G7A0HWuQ7sxbym3wTOgP7ukwsBo=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014249684_1_pi_180315_055249-w1920-h1152,"$65,900",I02 - 14m/161 Oliver Rogers Road Outer Harbor SA 5018,Vacant land,Robbie Robinson RLA 276461,LJ Hooker North Haven - Port Adelaide,,"-34.7757049,138.4886443",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""1.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""3.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""3.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/i02-14m-161-oliver-rogers-road-outer-harbor-sa-5018-2014249684,OUTER HARBOR,,5018,50000
,1.0,2.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/SHuH4ASZnNPsiBfUF6ahHDZ1t8A=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2016803068_1_1_210216_022246-w1920-h1440,"$55,900 for both Berths",D9&D11  Refuge Cove/5 Alexa Road North Haven SA 5018,Vacant land,Robbie Robinson,LJ Hooker North Haven - Port Adelaide,,"-34.78593499999999,138.4887165",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""2.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""2.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/d9-d11-refuge-cove-5-alexa-road-north-haven-sa-5018-2016803068,NORTH HAVEN,,5018,50000
,1.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/6sK3GUw9KP5OLX_H7USoe63-NjU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014767750_1_1_181108_043750-w1920-h1440,"$57,500",J51/7 Arcardia Court North Haven SA 5018,Vacant land,Robbie Robinson,LJ Hooker North Haven - Port Adelaide,,"-34.7887996,138.4872206",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""2.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""2.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/j51-7-arcardia-court-north-haven-sa-5018-2014767750,NORTH HAVEN,,5018,50000
,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/A-O12boF5JMEUch7btLhy3viwzM=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017071600_1_1_210615_060423-w1920-h1440,"$69,000",I26 - Heritage Cove/7 Arcardia Court North Haven SA 5018,Vacant land,Robbie Robinson,LJ Hooker North Haven - Port Adelaide,,"-34.7887996,138.4872206",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""2.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""2.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/i26-heritage-cove-7-arcardia-court-north-haven-sa-5018-2017071600,NORTH HAVEN,,5018,50000
,1.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/j9kRei0T3xdpmf2AjbeCBd10hGI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014933663_1_1_220915_120259-w800-h533,"$75,000 – Retirement",243/840 Military Road North Haven SA 5018,Retirement Living,,AVEO GROUP LIMITED,,"-34.7940181,138.4973461",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/243-840-military-road-north-haven-sa-5018-2014933663,NORTH HAVEN,,5018,50000
,2.0,3.0,3.0,Organise an inspection,https://rimh2.domainstatic.com.au/xWsbwNZf4EDwEJDPGj1YVPGXIdQ=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018053848_1_1_220907_115605-w800-h533,"$75,000 – Retirement",240/840 Military Road North Haven SA 5018,Retirement Living,,AVEO GROUP LIMITED,,"-34.7940181,138.4973461",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/240-840-military-road-north-haven-sa-5018-2018053848,NORTH HAVEN,,5018,50000
,1.0,2.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/wlcTYVnGBxmftmp3QVerydO9eM4=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018364470_1_1_230220_024257-w800-h533,"$95,000 - Retirement",287/511 Henley Beach Road Fulham SA 5024,Retirement Living,,AVEO GROUP LIMITED,,"-34.9275695,138.517183",,,"[{""school_name"": ""West Beach Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/west-beach-primary-school-sa-5024-7474""}, {""school_name"": ""Henley High School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/henley-high-school-sa-5022-6854""}, {""school_name"": ""Henley Beach Primary School"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/henley-beach-primary-school-sa-5022-7087""}]",https://www.domain.com.au/287-511-henley-beach-road-fulham-sa-5024-2018364470,FULHAM,,5024,50000
,1.0,1.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/j0ImerlAgwHh-Nhgixyyl9nW0qM=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2015961190_1_1_191212_062516-w764-h459,"$65,000",Berth G4 Patawalonga Frontage Glenelg North SA 5045,House,Anthony Decelis,MichaelKris Real Estate - 212749,,"-34.9686124,138.5117924",,,"[{""school_name"": ""St Leonards Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/st-leonards-primary-school-sa-5045-11205""}, {""school_name"": ""Plympton International College"", ""school_distance"": ""3.3 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/school-catchment/plympton-international-college-sa-5038-6886""}, {""school_name"": ""Plympton Primary School"", ""school_distance"": ""4.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/plympton-primary-school-sa-5038-7288""}]",https://www.domain.com.au/berth-g4-patawalonga-frontage-glenelg-north-sa-5045-2015961190,GLENELG NORTH,,5045,50000
,1.0,2.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/U_-XfSJAC83xXsgjN9dWyhbBQeE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2016234002_1_1_201201_032751-w1920-h1440,Affordable Supportive Care,"U33 Bellara Retirement Village, Newton Road Campbelltown SA 5074",Retirement Living,No Agent Property,No Agent Property ,,"-34.8772374,138.6712502",,,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""2.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""0.5 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/u33-bellara-retirement-village-newton-road-campbelltown-sa-5074-2016234002,CAMPBELLTOWN,,5074,50000
,1.0,3.0,3.0,Organise an inspection,https://rimh2.domainstatic.com.au/MpeWh-g1hD-f0zJZvX3b8Cbk_Wg=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017213560_1_1_230314_051646-w800-h535,"From $69,000",256/12 Melville Road Salisbury East SA 5109,Retirement Living,,AVEO GROUP LIMITED,,"-34.7896649,138.6573738",,,"[{""school_name"": ""Keller Road Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/keller-road-primary-school-sa-5109-7120""}, {""school_name"": ""Salisbury East High School"", ""school_distance"": ""1.8 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-east-high-school-sa-5109-6820""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""4.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}]",https://www.domain.com.au/256-12-melville-road-salisbury-east-sa-5109-2017213560,SALISBURY EAST,,5109,50000
,2.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/UknWpg-T3vkGISotz5oiEUfvOwk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018357624_1_1_230216_123625-w1621-h1081,Contact Agent,18/556 King Road Virginia SA 5120,Apartment / Unit / Flat,Jayne Tozer,Harcourts Sergeant,,"-34.6938861,138.5717163",,,"[{""school_name"": ""Virginia Primary School"", ""school_distance"": ""3.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/virginia-primary-school-sa-5120-6869""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""10.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""10.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/18-556-king-road-virginia-sa-5120-2018357624,VIRGINIA,,5120,50000
,,,,Organise an inspection,https://rimh2.domainstatic.com.au/QG5WMq70kJ7KVqg_v7iNkoLoNjE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2015970067_1_1_191218_010910-w1592-h788,"$105,000",T Head Berth/J53 - 26.9 Heritage Cove North Haven SA 5018,Vacant land,Robbie Robinson,LJ Hooker North Haven - Port Adelaide,,"-34.78869450000001,138.4943814",,,"[{""school_name"": ""North Haven School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-haven-schools-sa-5018-7243""}, {""school_name"": ""Ocean View P-12 College"", ""school_distance"": ""1.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/ocean-view-b12-school-sa-5017-6856""}, {""school_name"": ""Our Lady of the Visitation School"", ""school_distance"": ""1.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-visitation-primary-school-sa-5017-7259""}]",https://www.domain.com.au/t-head-berth-j53-26-9-heritage-cove-north-haven-sa-5018-2015970067,NORTH HAVEN,,5018,100000
,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/P7Ihf0FllxVL5Z2PZPgApvlk_5E=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018110452_1_1_221005_054436-w1600-h1067,$128k - $137k,207/160 Rundle Mall Adelaide SA 5000,Apartment / Unit / Flat,Damien Willis,Ouwens Casserly ,,"-34.9223499,138.6053407",,,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""0.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Gilles Street Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gilles-street-primary-school-sa-5000-7051""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",https://www.domain.com.au/207-160-rundle-mall-adelaide-sa-5000-2018110452,ADELAIDE,"207/160 Rundle Mall, Adelaide SA 5000 was last sold in 2011 and130 other 1 bedroom unitin Adelaide have recently been sold. There are currently48 properties for salein Adelaide.",5000,100000
,1.0,2.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/5LIqfwjqZET3kY1y-iaI2czM7l8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017564338_1_1_220202_011103-w1920-h1281,"$119,000 - $125,000",503/160 Rundle Mall Adelaide SA 5000,Apartment / Unit / Flat,Glenn Pagano,McGrath Real Estate Group,,"-34.9224961,138.6053399",,,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""0.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Gilles Street Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gilles-street-primary-school-sa-5000-7051""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",https://www.domain.com.au/503-160-rundle-mall-adelaide-sa-5000-2017564338,ADELAIDE,"503/160 Rundle Mall, Adelaide SA 5000 was last sold in 2009 and130 other 1 bedroom unitin Adelaide have recently been sold. There are currently48 properties for salein Adelaide.",5000,100000
